[2026-01-16T01:53:19.152Z] ACCESS: superadmin@ev.com | URL: /clinics | TokenRole: undefined
[2026-01-16T12:54:34.252Z] ACCESS: admin@husri.com | URL: /appointments | TokenRole: ADMIN
[2026-01-16T12:54:34.253Z] ACCESS: admin@husri.com | URL: /templates | TokenRole: ADMIN
[2026-01-16T12:54:34.263Z] ACCESS: admin@husri.com | URL: /invoices | TokenRole: ADMIN
[2026-01-16T12:54:34.268Z] ACCESS: admin@husri.com | URL: /booking-config | TokenRole: ADMIN
[2026-01-16T12:54:34.315Z] ACCESS: admin@husri.com | URL: /stats | TokenRole: ADMIN
[2026-01-16T12:54:45.899Z] ACCESS: admin@husri.com | URL: /staff | TokenRole: ADMIN
[2026-01-16T12:54:45.901Z] ACCESS: admin@husri.com | URL: /patients | TokenRole: ADMIN
[2026-01-16T12:54:45.918Z] ACCESS: admin@husri.com | URL: /appointments | TokenRole: ADMIN
[2026-01-16T12:54:45.923Z] ACCESS: admin@husri.com | URL: /templates | TokenRole: ADMIN
[2026-01-16T12:54:45.925Z] ACCESS: admin@husri.com | URL: /invoices | TokenRole: ADMIN
[2026-01-16T12:54:45.935Z] ACCESS: admin@husri.com | URL: /booking-config | TokenRole: ADMIN
[2026-01-16T12:54:48.274Z] ACCESS: admin@husri.com | URL: / | TokenRole: ADMIN
[2026-01-16T12:54:48.280Z] ACCESS: admin@husri.com | URL: /notifications | TokenRole: ADMIN
[2026-01-16T12:54:48.351Z] ACCESS: admin@husri.com | URL: /staff | TokenRole: ADMIN
[2026-01-16T12:54:48.353Z] ACCESS: admin@husri.com | URL: /patients | TokenRole: ADMIN
[2026-01-16T12:54:48.354Z] ACCESS: admin@husri.com | URL: /appointments | TokenRole: ADMIN
[2026-01-16T12:54:48.362Z] ACCESS: admin@husri.com | URL: /templates | TokenRole: ADMIN
[2026-01-16T12:54:48.375Z] ACCESS: admin@husri.com | URL: /invoices | TokenRole: ADMIN
[2026-01-16T12:54:48.376Z] ACCESS: admin@husri.com | URL: /booking-config | TokenRole: ADMIN
[2026-01-16T12:54:56.477Z] LOGIN: superadmin@ev.com | role: SUPER_ADMIN
[2026-01-16T12:54:56.547Z] ACCESS: superadmin@ev.com | URL: /clinics | TokenRole: SUPER_ADMIN
[2026-01-16T12:54:56.559Z] ACCESS: superadmin@ev.com | URL: /staff | TokenRole: SUPER_ADMIN
[2026-01-16T12:54:56.577Z] ACCESS: superadmin@ev.com | URL: /clinics/my | TokenRole: SUPER_ADMIN
[2026-01-16T12:54:56.600Z] ACCESS: superadmin@ev.com | URL: /clinics/my | TokenRole: SUPER_ADMIN
[2026-01-16T12:54:56.647Z] ACCESS: superadmin@ev.com | URL: /dashboard/stats | TokenRole: SUPER_ADMIN
[2026-01-16T12:54:56.649Z] ACCESS: superadmin@ev.com | URL: /alerts | TokenRole: SUPER_ADMIN
[2026-01-16T12:54:56.674Z] ACCESS: superadmin@ev.com | URL: /alerts | TokenRole: SUPER_ADMIN
[2026-01-16T12:54:56.701Z] ACCESS: superadmin@ev.com | URL: /dashboard/stats | TokenRole: SUPER_ADMIN
[2026-01-16T12:54:58.963Z] ACCESS: superadmin@ev.com | URL: /clinics/my | TokenRole: SUPER_ADMIN
[2026-01-16T12:54:58.986Z] ACCESS: superadmin@ev.com | URL: /clinics/my | TokenRole: SUPER_ADMIN
[2026-01-16T12:55:11.417Z] ACCESS: superadmin@ev.com | URL: /clinics/my | TokenRole: SUPER_ADMIN
[2026-01-16T12:55:11.436Z] ACCESS: superadmin@ev.com | URL: /clinics/my | TokenRole: SUPER_ADMIN
[2026-01-16T13:00:54.715Z] LOGIN: superadmin@ev.com | role: SUPER_ADMIN
[2026-01-16T13:00:55.030Z] ACCESS: superadmin@ev.com | URL: /clinics | TokenRole: SUPER_ADMIN
[2026-01-16T13:00:55.044Z] ACCESS: superadmin@ev.com | URL: /staff | TokenRole: SUPER_ADMIN
[2026-01-16T13:00:55.050Z] ACCESS: superadmin@ev.com | URL: /clinics/my | TokenRole: SUPER_ADMIN
[2026-01-16T13:00:55.074Z] ACCESS: superadmin@ev.com | URL: /clinics/my | TokenRole: SUPER_ADMIN
[2026-01-16T13:00:55.154Z] ACCESS: superadmin@ev.com | URL: /dashboard/stats | TokenRole: SUPER_ADMIN
[2026-01-16T13:00:55.156Z] ACCESS: superadmin@ev.com | URL: /alerts | TokenRole: SUPER_ADMIN
[2026-01-16T13:00:55.204Z] ACCESS: superadmin@ev.com | URL: /alerts | TokenRole: SUPER_ADMIN
[2026-01-16T13:00:55.283Z] ACCESS: superadmin@ev.com | URL: /dashboard/stats | TokenRole: SUPER_ADMIN
[2026-01-16T13:00:57.626Z] ACCESS: superadmin@ev.com | URL: /clinics/my | TokenRole: SUPER_ADMIN
[2026-01-16T13:00:57.651Z] ACCESS: superadmin@ev.com | URL: /clinics/my | TokenRole: SUPER_ADMIN
[2026-01-16T13:01:01.053Z] ACCESS: superadmin@ev.com | URL: /clinics/my | TokenRole: SUPER_ADMIN
[2026-01-16T13:01:01.079Z] ACCESS: superadmin@ev.com | URL: /clinics/my | TokenRole: SUPER_ADMIN
[2026-01-16T13:01:06.234Z] ACCESS: superadmin@ev.com | URL: /impersonate/user | TokenRole: SUPER_ADMIN
[2026-01-16T13:01:06.508Z] ACCESS: doctor@husri.com | URL: / | TokenRole: DOCTOR
[2026-01-16T13:01:06.526Z] ACCESS: doctor@husri.com | URL: /notifications | TokenRole: DOCTOR
[2026-01-16T13:01:06.614Z] ACCESS: doctor@husri.com | URL: /templates | TokenRole: DOCTOR
[2026-01-16T13:01:06.637Z] ACCESS: doctor@husri.com | URL: /patients | TokenRole: DOCTOR
[2026-01-16T13:01:09.835Z] ACCESS: doctor@husri.com | URL: /clinics/my | TokenRole: DOCTOR
[2026-01-16T13:01:09.895Z] ACCESS: doctor@husri.com | URL: /clinics/my | TokenRole: DOCTOR
[2026-01-16T13:01:09.897Z] ACCESS: doctor@husri.com | URL: / | TokenRole: DOCTOR
[2026-01-16T13:01:09.915Z] ACCESS: doctor@husri.com | URL: /notifications | TokenRole: DOCTOR
[2026-01-16T13:01:09.987Z] ACCESS: doctor@husri.com | URL: /patients | TokenRole: DOCTOR
[2026-01-16T13:01:09.989Z] ACCESS: doctor@husri.com | URL: /templates | TokenRole: DOCTOR
[2026-01-16T13:01:16.853Z] ACCESS: doctor@husri.com | URL: / | TokenRole: DOCTOR
[2026-01-16T13:01:16.863Z] ACCESS: doctor@husri.com | URL: /notifications | TokenRole: DOCTOR
[2026-01-16T13:01:16.899Z] ACCESS: doctor@husri.com | URL: /templates | TokenRole: DOCTOR
[2026-01-16T13:01:16.914Z] ACCESS: doctor@husri.com | URL: /patients | TokenRole: DOCTOR
[2026-01-16T13:02:00.663Z] ACCESS: doctor@husri.com | URL: / | TokenRole: DOCTOR
[2026-01-16T13:02:00.665Z] ACCESS: doctor@husri.com | URL: /notifications | TokenRole: DOCTOR
[2026-01-16T13:02:00.775Z] ACCESS: doctor@husri.com | URL: /templates | TokenRole: DOCTOR
[2026-01-16T13:02:00.791Z] ACCESS: doctor@husri.com | URL: /patients | TokenRole: DOCTOR
[2026-01-23T06:29:50.398Z] LOGIN: superadmin@ev.com | role: SUPER_ADMIN
[2026-01-23T06:29:50.485Z] ACCESS: superadmin@ev.com | URL: /clinics | TokenRole: SUPER_ADMIN
[2026-01-23T06:29:50.518Z] ACCESS: superadmin@ev.com | URL: /staff | TokenRole: SUPER_ADMIN
[2026-01-23T06:29:50.555Z] ACCESS: superadmin@ev.com | URL: /clinics/my | TokenRole: SUPER_ADMIN
[2026-01-23T06:29:50.600Z] ACCESS: superadmin@ev.com | URL: /clinics/my | TokenRole: SUPER_ADMIN
[2026-01-23T06:29:50.680Z] ACCESS: superadmin@ev.com | URL: /dashboard/stats | TokenRole: SUPER_ADMIN
[2026-01-23T06:29:50.701Z] ACCESS: superadmin@ev.com | URL: /alerts | TokenRole: SUPER_ADMIN
[2026-01-23T06:29:50.729Z] ACCESS: superadmin@ev.com | URL: /alerts | TokenRole: SUPER_ADMIN
[2026-01-23T06:29:50.779Z] ACCESS: superadmin@ev.com | URL: /dashboard/stats | TokenRole: SUPER_ADMIN
[2026-01-23T06:31:07.809Z] ACCESS: superadmin@ev.com | URL: /clinics/my | TokenRole: SUPER_ADMIN
[2026-01-23T06:31:08.348Z] ACCESS: superadmin@ev.com | URL: /clinics/my | TokenRole: SUPER_ADMIN
[2026-01-23T06:31:08.829Z] ACCESS: superadmin@ev.com | URL: /clinics/my | TokenRole: SUPER_ADMIN
[2026-01-23T06:31:09.197Z] ACCESS: superadmin@ev.com | URL: /clinics/my | TokenRole: SUPER_ADMIN
[2026-01-23T06:31:12.301Z] ACCESS: superadmin@ev.com | URL: /clinics/my | TokenRole: SUPER_ADMIN
[2026-01-23T06:31:13.346Z] ACCESS: superadmin@ev.com | URL: /dashboard/stats | TokenRole: SUPER_ADMIN
[2026-01-23T06:31:13.644Z] ACCESS: superadmin@ev.com | URL: /alerts | TokenRole: SUPER_ADMIN
[2026-01-23T06:31:14.639Z] ACCESS: superadmin@ev.com | URL: /clinics/my | TokenRole: SUPER_ADMIN
[2026-01-23T06:31:15.096Z] ACCESS: superadmin@ev.com | URL: /alerts | TokenRole: SUPER_ADMIN
[2026-01-23T06:31:15.683Z] ACCESS: superadmin@ev.com | URL: /dashboard/stats | TokenRole: SUPER_ADMIN
[2026-01-23T06:31:17.440Z] ACCESS: superadmin@ev.com | URL: /clinics/my | TokenRole: SUPER_ADMIN
[2026-01-23T06:31:17.811Z] ACCESS: superadmin@ev.com | URL: /clinics/my | TokenRole: SUPER_ADMIN
[2026-01-23T06:31:26.480Z] ACCESS: superadmin@ev.com | URL: /clinics/my | TokenRole: SUPER_ADMIN
[2026-01-23T06:31:26.609Z] ACCESS: superadmin@ev.com | URL: /alerts | TokenRole: SUPER_ADMIN
[2026-01-23T06:31:26.737Z] ACCESS: superadmin@ev.com | URL: /dashboard/stats | TokenRole: SUPER_ADMIN
[2026-01-23T06:31:27.213Z] ACCESS: superadmin@ev.com | URL: /alerts | TokenRole: SUPER_ADMIN
[2026-01-23T06:31:27.283Z] ACCESS: superadmin@ev.com | URL: /clinics/my | TokenRole: SUPER_ADMIN
[2026-01-23T06:31:27.584Z] ACCESS: superadmin@ev.com | URL: /dashboard/stats | TokenRole: SUPER_ADMIN
[2026-01-23T06:31:32.245Z] ACCESS: superadmin@ev.com | URL: /clinics/my | TokenRole: SUPER_ADMIN
[2026-01-23T06:31:32.498Z] ACCESS: superadmin@ev.com | URL: /clinics/my | TokenRole: SUPER_ADMIN
[2026-01-23T06:31:41.268Z] ACCESS: superadmin@ev.com | URL: /clinics/my | TokenRole: SUPER_ADMIN
[2026-01-23T06:31:41.308Z] ACCESS: superadmin@ev.com | URL: /dashboard/stats | TokenRole: SUPER_ADMIN
[2026-01-23T06:31:41.324Z] ACCESS: superadmin@ev.com | URL: /alerts | TokenRole: SUPER_ADMIN
[2026-01-23T06:31:41.511Z] ACCESS: superadmin@ev.com | URL: /alerts | TokenRole: SUPER_ADMIN
[2026-01-23T06:31:41.643Z] ACCESS: superadmin@ev.com | URL: /clinics/my | TokenRole: SUPER_ADMIN
[2026-01-23T06:31:41.697Z] ACCESS: superadmin@ev.com | URL: /dashboard/stats | TokenRole: SUPER_ADMIN
[2026-01-23T06:31:43.081Z] ACCESS: superadmin@ev.com | URL: /clinics/my | TokenRole: SUPER_ADMIN
[2026-01-23T06:31:43.432Z] ACCESS: superadmin@ev.com | URL: /clinics/my | TokenRole: SUPER_ADMIN
[2026-01-23T06:31:44.723Z] ACCESS: superadmin@ev.com | URL: /clinics/2/modules | TokenRole: SUPER_ADMIN
[2026-01-23T06:31:47.527Z] ACCESS: superadmin@ev.com | URL: /clinics/my | TokenRole: SUPER_ADMIN
[2026-01-23T06:31:47.689Z] ACCESS: superadmin@ev.com | URL: /dashboard/stats | TokenRole: SUPER_ADMIN
[2026-01-23T06:31:47.726Z] ACCESS: superadmin@ev.com | URL: /alerts | TokenRole: SUPER_ADMIN
[2026-01-23T06:31:48.432Z] ACCESS: superadmin@ev.com | URL: /alerts | TokenRole: SUPER_ADMIN
[2026-01-23T06:31:48.966Z] ACCESS: superadmin@ev.com | URL: /clinics/my | TokenRole: SUPER_ADMIN
[2026-01-23T06:31:49.007Z] ACCESS: superadmin@ev.com | URL: /dashboard/stats | TokenRole: SUPER_ADMIN
[2026-01-23T06:31:58.039Z] ACCESS: superadmin@ev.com | URL: /clinics/my | TokenRole: SUPER_ADMIN
[2026-01-23T06:31:58.239Z] ACCESS: superadmin@ev.com | URL: /clinics/my | TokenRole: SUPER_ADMIN
[2026-01-23T06:32:29.244Z] ACCESS: superadmin@ev.com | URL: /impersonate/clinic | TokenRole: SUPER_ADMIN
[2026-01-23T06:32:30.061Z] ACCESS: admin@husri.com | URL: / | TokenRole: ADMIN
[2026-01-23T06:32:30.216Z] ACCESS: admin@husri.com | URL: /notifications | TokenRole: ADMIN
[2026-01-23T06:32:36.165Z] ACCESS: admin@husri.com | URL: /clinics/my | TokenRole: ADMIN
[2026-01-23T06:32:36.174Z] ACCESS: admin@husri.com | URL: /stats | TokenRole: ADMIN
[2026-01-23T06:32:36.680Z] ACCESS: admin@husri.com | URL: / | TokenRole: ADMIN
[2026-01-23T06:32:36.728Z] ACCESS: admin@husri.com | URL: /notifications | TokenRole: ADMIN
[2026-01-23T06:32:37.317Z] ACCESS: admin@husri.com | URL: /clinics/my | TokenRole: ADMIN
[2026-01-23T06:32:37.513Z] ACCESS: admin@husri.com | URL: /stats | TokenRole: ADMIN
[2026-01-23T06:32:37.604Z] ACCESS: admin@husri.com | URL: /staff | TokenRole: ADMIN
[2026-01-23T06:32:37.622Z] ACCESS: admin@husri.com | URL: /patients | TokenRole: ADMIN
[2026-01-23T06:32:37.748Z] ACCESS: admin@husri.com | URL: /invoices | TokenRole: ADMIN
[2026-01-23T06:32:37.791Z] ACCESS: admin@husri.com | URL: /appointments | TokenRole: ADMIN
[2026-01-23T06:32:38.980Z] ACCESS: admin@husri.com | URL: /templates | TokenRole: ADMIN
[2026-01-23T06:32:39.179Z] ACCESS: admin@husri.com | URL: /booking-config | TokenRole: ADMIN
[2026-01-23T06:32:40.684Z] ACCESS: admin@husri.com | URL: /clinics/my | TokenRole: ADMIN
[2026-01-23T06:32:40.904Z] ACCESS: admin@husri.com | URL: /clinics/my | TokenRole: ADMIN
[2026-01-23T06:32:57.010Z] ACCESS: admin@husri.com | URL: /clinics/my | TokenRole: ADMIN
[2026-01-23T06:32:57.277Z] ACCESS: admin@husri.com | URL: /clinics/my | TokenRole: ADMIN
[2026-01-23T06:33:01.488Z] ACCESS: admin@husri.com | URL: /clinics/my | TokenRole: ADMIN
[2026-01-23T06:33:02.241Z] ACCESS: admin@husri.com | URL: /clinics/my | TokenRole: ADMIN
[2026-01-23T06:35:54.758Z] LOGIN: reception@husri.com | role: RECEPTIONIST
[2026-01-23T06:35:54.923Z] ACCESS: reception@husri.com | URL: /select-clinic | TokenRole: RECEPTIONIST
[2026-01-23T06:35:54.979Z] ACCESS: reception@husri.com | URL: /clinics/my | TokenRole: RECEPTIONIST
[2026-01-23T06:35:55.151Z] ACCESS: reception@husri.com | URL: / | TokenRole: RECEPTIONIST
[2026-01-23T06:35:55.160Z] ACCESS: reception@husri.com | URL: /notifications | TokenRole: RECEPTIONIST
[2026-01-23T06:35:55.163Z] ACCESS: reception@husri.com | URL: /clinics/my | TokenRole: RECEPTIONIST
[2026-01-23T06:35:55.229Z] ACCESS: reception@husri.com | URL: /clinics/my | TokenRole: RECEPTIONIST
[2026-01-23T06:35:55.297Z] ACCESS: reception@husri.com | URL: /activities | TokenRole: RECEPTIONIST
[2026-01-23T06:35:55.327Z] ACCESS: reception@husri.com | URL: /invoices | TokenRole: RECEPTIONIST
[2026-01-23T06:35:55.334Z] ACCESS: reception@husri.com | URL: /stats | TokenRole: RECEPTIONIST
[2026-01-23T06:35:55.364Z] ACCESS: reception@husri.com | URL: /staff | TokenRole: RECEPTIONIST
[2026-01-23T06:35:55.398Z] ACCESS: reception@husri.com | URL: /patients | TokenRole: RECEPTIONIST
[2026-01-23T06:35:55.405Z] ACCESS: reception@husri.com | URL: /appointments | TokenRole: RECEPTIONIST
[2026-01-23T06:35:55.514Z] ACCESS: reception@husri.com | URL: /activities | TokenRole: RECEPTIONIST
[2026-01-23T06:35:55.533Z] ACCESS: reception@husri.com | URL: /stats | TokenRole: RECEPTIONIST
[2026-01-23T06:36:06.282Z] LOGIN: admin@husri.com | role: ADMIN
[2026-01-23T06:36:06.311Z] ACCESS: admin@husri.com | URL: /select-clinic | TokenRole: ADMIN
[2026-01-23T06:36:06.343Z] ACCESS: admin@husri.com | URL: /clinics/my | TokenRole: ADMIN
[2026-01-23T06:36:06.395Z] ACCESS: admin@husri.com | URL: / | TokenRole: ADMIN
[2026-01-23T06:36:06.399Z] ACCESS: admin@husri.com | URL: /notifications | TokenRole: ADMIN
[2026-01-23T06:36:06.426Z] ACCESS: admin@husri.com | URL: /clinics/my | TokenRole: ADMIN
[2026-01-23T06:36:06.474Z] ACCESS: admin@husri.com | URL: /stats | TokenRole: ADMIN
[2026-01-23T06:36:06.479Z] ACCESS: admin@husri.com | URL: /staff | TokenRole: ADMIN
[2026-01-23T06:36:06.485Z] ACCESS: admin@husri.com | URL: /patients | TokenRole: ADMIN
[2026-01-23T06:36:06.493Z] ACCESS: admin@husri.com | URL: /appointments | TokenRole: ADMIN
[2026-01-23T06:36:06.496Z] ACCESS: admin@husri.com | URL: /templates | TokenRole: ADMIN
[2026-01-23T06:36:06.542Z] ACCESS: admin@husri.com | URL: /invoices | TokenRole: ADMIN
[2026-01-23T06:36:06.566Z] ACCESS: admin@husri.com | URL: /booking-config | TokenRole: ADMIN
[2026-01-23T06:36:06.578Z] ACCESS: admin@husri.com | URL: /clinics/my | TokenRole: ADMIN
[2026-01-23T06:36:06.581Z] ACCESS: admin@husri.com | URL: /stats | TokenRole: ADMIN
[2026-01-23T06:36:08.268Z] ACCESS: admin@husri.com | URL: /clinics/my | TokenRole: ADMIN
[2026-01-23T06:36:08.578Z] ACCESS: admin@husri.com | URL: /clinics/my | TokenRole: ADMIN
[2026-01-23T06:50:50.400Z] LOGIN: superadmin@ev.com | role: SUPER_ADMIN
[2026-01-23T06:50:50.508Z] ACCESS: superadmin@ev.com | URL: /clinics | TokenRole: SUPER_ADMIN
[2026-01-23T06:50:50.564Z] ACCESS: superadmin@ev.com | URL: /staff | TokenRole: SUPER_ADMIN
[2026-01-23T06:50:50.568Z] ACCESS: superadmin@ev.com | URL: /clinics/my | TokenRole: SUPER_ADMIN
[2026-01-23T06:50:50.649Z] ACCESS: superadmin@ev.com | URL: /dashboard/stats | TokenRole: SUPER_ADMIN
[2026-01-23T06:50:50.663Z] ACCESS: superadmin@ev.com | URL: /alerts | TokenRole: SUPER_ADMIN
[2026-01-23T06:50:50.680Z] ACCESS: superadmin@ev.com | URL: /clinics/my | TokenRole: SUPER_ADMIN
[2026-01-23T06:50:50.714Z] ACCESS: superadmin@ev.com | URL: /alerts | TokenRole: SUPER_ADMIN
[2026-01-23T06:50:50.741Z] ACCESS: superadmin@ev.com | URL: /dashboard/stats | TokenRole: SUPER_ADMIN
[2026-01-23T06:50:54.970Z] ACCESS: superadmin@ev.com | URL: /clinics/my | TokenRole: SUPER_ADMIN
[2026-01-23T06:50:55.029Z] ACCESS: superadmin@ev.com | URL: /clinics/my | TokenRole: SUPER_ADMIN
[2026-01-23T06:50:58.125Z] ACCESS: superadmin@ev.com | URL: /clinics/my | TokenRole: SUPER_ADMIN
[2026-01-23T06:50:58.146Z] ACCESS: superadmin@ev.com | URL: /clinics/my | TokenRole: SUPER_ADMIN
[2026-01-23T06:51:00.706Z] ACCESS: superadmin@ev.com | URL: /clinics/my | TokenRole: SUPER_ADMIN
[2026-01-23T06:51:00.728Z] ACCESS: superadmin@ev.com | URL: /clinics/my | TokenRole: SUPER_ADMIN
[2026-01-23T06:51:49.031Z] ACCESS: superadmin@ev.com | URL: /clinics/3/admin | TokenRole: SUPER_ADMIN
[2026-01-23T06:51:57.268Z] ACCESS: superadmin@ev.com | URL: /clinics/my | TokenRole: SUPER_ADMIN
[2026-01-23T06:51:57.312Z] ACCESS: superadmin@ev.com | URL: /clinics/my | TokenRole: SUPER_ADMIN
[2026-01-23T06:51:57.315Z] ACCESS: superadmin@ev.com | URL: /clinics | TokenRole: SUPER_ADMIN
[2026-01-23T06:51:57.318Z] ACCESS: superadmin@ev.com | URL: /staff | TokenRole: SUPER_ADMIN
[2026-01-23T06:53:35.760Z] ACCESS: superadmin@ev.com | URL: /staff | TokenRole: SUPER_ADMIN
[2026-01-23T06:53:35.811Z] ACCESS: superadmin@ev.com | URL: /clinics | TokenRole: SUPER_ADMIN
[2026-01-23T06:53:55.346Z] LOGIN: j@gmail.com | role: DOCTOR
[2026-01-23T06:53:55.378Z] ACCESS: j@gmail.com | URL: /select-clinic | TokenRole: DOCTOR
[2026-01-23T06:53:55.416Z] ACCESS: j@gmail.com | URL: /clinics/my | TokenRole: DOCTOR
[2026-01-23T06:53:55.464Z] ACCESS: j@gmail.com | URL: / | TokenRole: DOCTOR
[2026-01-23T06:53:55.485Z] ACCESS: j@gmail.com | URL: /notifications | TokenRole: DOCTOR
[2026-01-23T06:53:55.517Z] ACCESS: j@gmail.com | URL: /clinics/my | TokenRole: DOCTOR
[2026-01-23T06:53:55.550Z] ACCESS: j@gmail.com | URL: /stats | TokenRole: DOCTOR
[2026-01-23T06:53:55.561Z] ACCESS: j@gmail.com | URL: /activities | TokenRole: DOCTOR
[2026-01-23T06:53:55.563Z] ACCESS: j@gmail.com | URL: /queue | TokenRole: DOCTOR
[2026-01-23T06:53:55.599Z] ACCESS: j@gmail.com | URL: /patients | TokenRole: DOCTOR
[2026-01-23T06:53:55.611Z] ACCESS: j@gmail.com | URL: /templates | TokenRole: DOCTOR
[2026-01-23T06:53:55.616Z] ACCESS: j@gmail.com | URL: /clinics/my | TokenRole: DOCTOR
[2026-01-23T06:53:55.655Z] ACCESS: j@gmail.com | URL: /stats | TokenRole: DOCTOR
[2026-01-23T06:53:55.662Z] ACCESS: j@gmail.com | URL: /queue | TokenRole: DOCTOR
[2026-01-23T06:53:55.664Z] ACCESS: j@gmail.com | URL: /activities | TokenRole: DOCTOR
[2026-01-23T06:54:35.595Z] ACCESS: j@gmail.com | URL: /clinics/my | TokenRole: DOCTOR
[2026-01-23T06:54:35.599Z] ACCESS: j@gmail.com | URL: /patients | TokenRole: DOCTOR
[2026-01-23T06:54:35.626Z] ACCESS: j@gmail.com | URL: /clinics/my | TokenRole: DOCTOR
[2026-01-23T06:54:35.633Z] ACCESS: j@gmail.com | URL: /patients | TokenRole: DOCTOR
[2026-01-23T06:54:38.724Z] ACCESS: j@gmail.com | URL: /clinics/my | TokenRole: DOCTOR
[2026-01-23T06:54:38.755Z] ACCESS: j@gmail.com | URL: /stats | TokenRole: DOCTOR
[2026-01-23T06:54:38.760Z] ACCESS: j@gmail.com | URL: /activities | TokenRole: DOCTOR
[2026-01-23T06:54:38.769Z] ACCESS: j@gmail.com | URL: /queue | TokenRole: DOCTOR
[2026-01-23T06:54:38.781Z] ACCESS: j@gmail.com | URL: /clinics/my | TokenRole: DOCTOR
[2026-01-23T06:54:38.810Z] ACCESS: j@gmail.com | URL: /activities | TokenRole: DOCTOR
[2026-01-23T06:54:38.814Z] ACCESS: j@gmail.com | URL: /stats | TokenRole: DOCTOR
[2026-01-23T06:54:38.816Z] ACCESS: j@gmail.com | URL: /queue | TokenRole: DOCTOR
[2026-01-23T06:54:54.826Z] LOGIN: superadmin@ev.com | role: SUPER_ADMIN
[2026-01-23T06:54:54.868Z] ACCESS: superadmin@ev.com | URL: /clinics | TokenRole: SUPER_ADMIN
[2026-01-23T06:54:54.883Z] ACCESS: superadmin@ev.com | URL: /staff | TokenRole: SUPER_ADMIN
[2026-01-23T06:54:54.913Z] ACCESS: superadmin@ev.com | URL: /clinics/my | TokenRole: SUPER_ADMIN
[2026-01-23T06:54:54.942Z] ACCESS: superadmin@ev.com | URL: /dashboard/stats | TokenRole: SUPER_ADMIN
[2026-01-23T06:54:54.949Z] ACCESS: superadmin@ev.com | URL: /alerts | TokenRole: SUPER_ADMIN
[2026-01-23T06:54:54.975Z] ACCESS: superadmin@ev.com | URL: /clinics/my | TokenRole: SUPER_ADMIN
[2026-01-23T06:54:54.982Z] ACCESS: superadmin@ev.com | URL: /alerts | TokenRole: SUPER_ADMIN
[2026-01-23T06:54:54.997Z] ACCESS: superadmin@ev.com | URL: /dashboard/stats | TokenRole: SUPER_ADMIN
[2026-01-23T06:55:07.041Z] LOGIN: superadmin@ev.com | role: SUPER_ADMIN
[2026-01-23T06:55:07.081Z] ACCESS: superadmin@ev.com | URL: /clinics | TokenRole: SUPER_ADMIN
[2026-01-23T06:55:07.088Z] ACCESS: superadmin@ev.com | URL: /staff | TokenRole: SUPER_ADMIN
[2026-01-23T06:55:07.104Z] ACCESS: superadmin@ev.com | URL: /clinics/my | TokenRole: SUPER_ADMIN
[2026-01-23T06:55:07.126Z] ACCESS: superadmin@ev.com | URL: /dashboard/stats | TokenRole: SUPER_ADMIN
[2026-01-23T06:55:07.129Z] ACCESS: superadmin@ev.com | URL: /alerts | TokenRole: SUPER_ADMIN
[2026-01-23T06:55:07.152Z] ACCESS: superadmin@ev.com | URL: /alerts | TokenRole: SUPER_ADMIN
[2026-01-23T06:55:07.155Z] ACCESS: superadmin@ev.com | URL: /clinics/my | TokenRole: SUPER_ADMIN
[2026-01-23T06:55:07.174Z] ACCESS: superadmin@ev.com | URL: /dashboard/stats | TokenRole: SUPER_ADMIN
[2026-01-23T06:55:15.550Z] ACCESS: superadmin@ev.com | URL: /clinics/my | TokenRole: SUPER_ADMIN
[2026-01-23T06:55:15.573Z] ACCESS: superadmin@ev.com | URL: /clinics/my | TokenRole: SUPER_ADMIN
[2026-01-23T06:55:22.491Z] ACCESS: superadmin@ev.com | URL: /impersonate/clinic | TokenRole: SUPER_ADMIN
[2026-01-23T06:55:22.650Z] ACCESS: admin@ev-clinic.com | URL: / | TokenRole: ADMIN
[2026-01-23T06:55:22.679Z] ACCESS: admin@ev-clinic.com | URL: /notifications | TokenRole: ADMIN
[2026-01-23T06:55:22.940Z] ACCESS: admin@ev-clinic.com | URL: /clinics/my | TokenRole: ADMIN
[2026-01-23T06:55:22.975Z] ACCESS: admin@ev-clinic.com | URL: /notifications | TokenRole: ADMIN
[2026-01-23T06:55:22.981Z] ACCESS: admin@ev-clinic.com | URL: /stats | TokenRole: ADMIN
[2026-01-23T06:55:22.996Z] ACCESS: admin@ev-clinic.com | URL: / | TokenRole: ADMIN
[2026-01-23T06:55:23.001Z] ACCESS: admin@ev-clinic.com | URL: /clinics/my | TokenRole: ADMIN
[2026-01-23T06:55:23.032Z] ACCESS: admin@ev-clinic.com | URL: /stats | TokenRole: ADMIN
[2026-01-23T06:55:23.058Z] ACCESS: admin@ev-clinic.com | URL: /staff | TokenRole: ADMIN
[2026-01-23T06:55:23.063Z] ACCESS: admin@ev-clinic.com | URL: /patients | TokenRole: ADMIN
[2026-01-23T06:55:23.076Z] ACCESS: admin@ev-clinic.com | URL: /appointments | TokenRole: ADMIN
[2026-01-23T06:55:23.086Z] ACCESS: admin@ev-clinic.com | URL: /templates | TokenRole: ADMIN
[2026-01-23T06:55:23.091Z] ACCESS: admin@ev-clinic.com | URL: /invoices | TokenRole: ADMIN
[2026-01-23T06:55:23.109Z] ACCESS: admin@ev-clinic.com | URL: /booking-config | TokenRole: ADMIN
